company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_certified,city_registered,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,website,business_type,construction,date_business_established,number_employees,cob_category_codes1,cob_category_codes2,cob_category_codes3,naics_codes1,naics_codes2,naics_codes3,unspsc_code1,unspsc_code2,unspsc_code3
SJ Design dba Sydney Janey Design,Strategic brand; identity consultation; brand/ID; marketing; publishing and interactive design   ,MWBE,SLBE,,No,Yes,"38 Holborn Street, Suite 1, Boston, MA 02121",Boston,MA,02121,Sydney Janey,,(857) 205-3432,,creative@sydneyjaneydesign.com,sydneyjaneydesign.com,Sole Proprietorship,No,01/01/2007,Less than 10,COD - Consultants: Design,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,MK - Marketing,541430 - Graphic Design Services,541613 - Marketing Consulting Services ,541490 - Other Specialized Design Services,82140000 - Graphic design,,
"Skywave Communications, Inc.","Design, Stage, Install and Maintain Public Safety Communications Equipment and Infrastructure.   ",WBE,SBE,,No,Yes,"51 Goodway Drive South, Rochester, NY 14623",Rochester,NY,14623,Elizabeth Patterson,,(585) 484-8400,(585) 491-6981,fdilettera@skywave.org,SKYWAVE.ORG,Corporation,No,01/01/1998,11 - 20,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COT - Consultants: Telecommunications,EL - Electrical Contractors,238210 - Electrical Contractors and Other Wiring Installation Contractors,541512 - Computer Systems Design Services ,541519 - Other Computer Related Services,39120000 - Electrical equipment and components and supplies,43190000 - Communications Devices and Accessories,43190000 - Communications Devices and Accessories
"Soltrix Technology Solutions, Inc.",Consultants:  Custom software development; staff augmentation; and complete IT solutions   ,MBE,SBE,,Yes,No,"16 Thomas Newton Drive, Westboro, MA 1581",Westboro,MA,1581,Savitha Nandan,,(774) 293-1293,(866) 520-4756,,,Corporation,No,01/01/2007,21 - 40,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COD - Consultants: Design,,541511 - Custom Computer Programming Services ,541519 - Other Computer Related Services,,43230000 - Software,81160000 - Information Technology Service Delivery,
"Soothing Touch To Go, LLC","Onsite massage, reflexology and Reiki; stress management, wellness programs to promote well-being   ",WBE,SBE,,No,No,"84 Summer Street, Kingston, MA 2364",Kingston,MA,2364,Joanne Salerno,,(781) 588-7522,,sttg2014@gmail.com,www.soothingtouchtogo.com,Partnership,No,01/01/2011,Less than 10,"AHS - Health Care (Providers, Services)",ES - Elderly Services,TA - Training (see also ED),621399 - Offices of All Other Miscellaneous Health Practitioners ,812199 - Other Personal Care Services ,812990 - All Other Personal Services ,85140000 - Alternative and holistic medicine,85140000 - Alternative and holistic medicine,85140000 - Alternative and holistic medicine
Spectrum Broadcasting Corporation,Audio/video graphic production; internet webcasting; artist and education management   ,MBE,SLBE,,No,Yes,"114 Wrentham Street, Unit 1, Boston, MA 02124",Boston,MA,02124,Tessil Collins,,(617) 287-8770,(617) 287-8770,thewiz@spectrum-management.com,https://spectrumbroadcasting.com,Corporation,No,01/01/1998,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,TV - Television/Production,MK - Marketing,519130 - Internet Publishing and Broadcasting and Web Search Portals,512110 - Motion Picture and Video Production ,541810 - Advertising Agencies,83110000 - Telecommunications media services,83120000 - Information services,82100000 - Advertising
"SR EXT Construction, Inc.", Siding and Carpentry ,MBE,SBE,,No,No,"873 Waverly Street, Framingham, MA 01702",Framingham,MA,01702,Paulo Filho,"Paulo Filho, President ",(508) 816-6443,,srexterior@hotmail.com,,Corporation,Yes,01/01/2018,11 - 20,CA - Carpentry,"RF - Roofing, Sheet Metal Contractors",,238170 - Siding Contractors ,238160 - Roofing Contractors ,238130 - Framing Contractors ,72120000 - Nonresidential building construction services,72110000 - Residential building construction services,
"Sterling Printing, Inc.","Printing, copying, mailing and promotional products   ",MBE,SBE,,Yes,No,"214C Main Street, Stoneham, MA 2180",Stoneham,MA,2180,Ricky Malrani,,(781) 481-1234,,ricky@sterlingprinting.com,,Corporation,No,,Less than 10,PT - Printers,,,,,,55100000 - Printed media,82121500 - Printing Services,
"Stiles Company, Inc.","Supply water works products, water fittings, water meters, meter reading systems and copper   ",WBE,SBE,,No,No,"922 Pleasant Street, Norwood, MA 2062",Norwood,MA,2062,Sandra Stiles,,(800) 426-6246,(781) 769-8222,sandy@stilesco.com,,Corporation,Yes,01/01/1983,Less than 10,SU - Suppliers,SA - Safety Products,,423710 - Hardware Merchant Wholesalers ,423720 - Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers ,423810 - Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers ,40170000 - Pipe piping and pipe fittings,,
"Stoss, Inc.",Landscape design; urban planning; urban design; community engagement,,SLBE,,No,Yes,"54 Old Colony Avenue, 3rd Floor, Boston, MA 2127",Boston,MA,2127,Christopher Reed,,(617) 464-1140,,cr@stoss.net,,Corporation,No,01/01/2001,20-Nov,"LD - Landscaping (Design, Architects)",AE - Architects/Engineers,COD - Consultants: Design,541320 - Landscape Architectural Services,,,,,
"Strategy Matters, LLC","Strategic planning and facilitation; Initiatives to increase DE&I; Training in leadership, management and organizational development; Organizational change initiatives; Organizational assessments (culture, strategy, DEI)",WBE,SLBE,,No,Yes,"717 Washington Street, Dorchester, MA 02124",Dorchester,MA,02124,Elizabeth O'Connor,Elizabeth O'Connor,(617) 733-2286,,liz@strategymatters.org,,Corporation,No,01/01/2000,Less than 10,COM - Consultants: Management,,,541618 - Other Management Consulting Services ,,,80100000 - Management advisory services,,
"Structural Stone, LLC",Fabricator of cut to size dimension stone   ,WBE,SBE,,Yes,No,"285 Smith Street, North Kingstown, RI 2852",North Kingstown,RI,2852,Angela Conte,"Angela Conte, Owner",(401) 667-4969,(401) 667-5969,angela@structuralstonellc.com,,Limited Liability Company,Yes,01/01/2009,21 - 40,MU - Manufacturers,"FB - Fabricators (Metals, Plastics)",CM - Concrete & Masonry Contractors,327991 - Cut Stone and Stone Product Manufacturing ,212312 - Crushed and Broken Limestone Mining and Quarrying ,238140 - Masonry Contractors ,11110000 - Earth and stone,,
"Studio G Architects, Inc.",Architectural services;  community planning; and building assessments   ,WBE,SLBE,,Yes,Yes,"179 Boylston Street, The Brewery, Building P, Jamaica Plain, MA 2130",Jamaica Plain,MA,2130,Gail Sullivan,,(617) 524-5558,(617) 524-5544,paulat@studiogarchitects.com,,Corporation,No,01/01/1991,11 - 20,AE - Architects/Engineers,,,541310 - Architectural Services,,,72110000 - Residential building construction services,72120000 - Nonresidential building construction services,
"Studio Luz Architects, Ltd.",Architectural design services; urban design.,MWBE,SLBE,,No,Yes,"67 Poplar Street, Boston, MA 02131",Boston,MA,02131,Hansy Better,Ms. Hansy Better,(617) 423-2724,(617) 670-0689,hlb@studioluz.net,www.studioluz.net,Corporation,No,01/01/2006,11 - 20,AE - Architects/Engineers,,,541310 - Architectural Services,,,81100000 - Professional engineering services,,
"Sygma Technology Solutions, Inc.","Custom software design and development, cloud advisory and application migration, information management, legacy system modernization, and digital transformation.",MBE,SBE,,Yes,Yes,"300 West 135th Street, Apt. 5J, New York, NY 10030",New York,NY,10030,Ronald Holland,"Ronald S Holland, CEO",(646) 801-6789,,stuart.holland@sygmatechnology.com,www.sygmatechnology.com,Corporation,No,01/01/2005,Less than 10,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COS - Consultants: Systems Analysis,,541511 - Custom Computer Programming Services ,541512 - Computer Systems Design Services ,541690 - Other Scientific and Technical Consulting Services,81110000 - Computer services,81160000 - Information Technology Service Delivery,
SYLKE Music School,Music research and instructional services for all ages   ,MWBE,SBE,,No,No,"1145 Hancock Street, Suite B, Quincy, MA 2169",Quincy,MA,2169,Sylvia Kelly,"Sylvia Kelly, Owner",(617) 328-8100,,sylkemusicschool@gmail.com,,Sole Proprietorship,No,01/01/1995,Less than 10,"ED - Education (see also OS, TA)",,,611699 - All Other Miscellaneous Schools and Instruction ,,,86140000 - Educational facilities,,
"sySTEMic flow, LLC",Educational services in STEM/math-based activities and programs,MWBE,SLBE,,No,Yes,"15 Freeman Avenue, Boston, MA 2132",Boston,MA,2132,Jessica Sanon,,(857) 261-0616,,jsanon@systemicflow.com,,Limited Liability Company,No,01/01/2020,Less than 10,"ED - Education (see also OS, TA)",,,611710 - Educational Support Services,,,,,
"TEK Building Services, Inc.","Janitorial, painting and landscaping services   ",MWBE,SBE,,Yes,No,"46 Pond Lane, Randolph, MA 2368",Randolph,MA,2368,Tymara Barton,,(781) 767-0510,(781) 767-0511,ejames@tekbuildingservices.com,www.tekbuildingservices.com,Corporation,No,01/01/2018,21 - 40,"JA - Janitorial Services/Supplies (see also MA, RS)",PA - Painting and Papering Contractors,LA - Landscaping Contractors,561720 - Janitorial Services ,238320 - Painting and Wall Covering Contractors,561730 - Landscaping Services,72100000 - Building and facility maintenance and repair services,76110000 - Cleaning and janitorial services,
"Terraink, Inc.",Landscape architecture design; permitting; construction administration   ,WBE,SBE,,Yes,Yes,"7 Central Street, Suite 150, Arlington, MA 2476",Arlington,MA,2476,Jade Cummings,,(781) 316-1595,,admin@terraink.com,,Corporation,No,01/01/2011,Less than 10,"LD - Landscaping (Design, Architects)","COA - Consultants: Architecture, Engineering",AE - Architects/Engineers,541320 - Landscape Architectural Services,,,81100000 - Professional engineering services,,
"Tessi Media, LLC","Professional services, specializing in diversity, equity, inclusion consulting; training; HR related training   ",MWBE,SLBE,,No,No,"103 Milton Avenue, Hyde Park, MA 02136",Hyde Park,MA,02136,Christie Lindor,Ms. Christie Lindor,(678) 516-8777,,christie@tessiconsulting.com,www.tessiconsulting.com,Limited Liability Company (LLC),No,01/01/2017,Less than 10,COM - Consultants: Management,BU - Business Management Consultants,TA - Training (see also ED),541611 - Administrative Management and General Management Consulting Services ,541613 - Marketing Consulting Services ,611430 - Professional and Management Development Training ,80110000 - Human resources services,80160000 - Business administration services,
"Thompson Waterproofing, Inc.","General Building Construction specializing in Masonry Restoration and Waterproofing Services including historical masonry repairs and restoration, sheet and fluid applied air vapor barrier (AVB), concrete repair and replacement, pointing, caulking, flashing and joint sealants. ",WBE,SBE,,Yes,Yes,"93 Federal Avenue, Quincy, MA 02169",Quincy,MA,02169,Lisa Higgins,"Lisa Thompson, Owner",(617) 471-9966,(617) 472-9977,info@thompsonwp.com,www.thompsonwp.com,Corporation,Yes,01/01/1991,11 - 20,"PC - Protective Coverings (Water and Fireproofing, Special Coverings/Coatings)",CM - Concrete & Masonry Contractors,"ER - Exterior Restoration, Sandblasting (Anti-Graffiti)",238140 - Masonry Contractors ,,,72150000 - Specialized trade construction and maintenance services,72120000 - Nonresidential building construction services,72100000 - Building and facility maintenance and repair services
Tonys Transportation,"Transportation for After School, Elderly Day Care, etc.; Transportation for Boston Public Schools Afterschool and Summer Programs, as well as Provide Transportation to Take Senior Citizens Shopping",MBE,SLBE,,No,Yes,"P. O. Box 220661, 66 Glendale Street, Dorchester, MA 02125",Dorchester,MA,02125,Anthony Michaux,,(617) 719-3777,(617) 288-1313,anthony_michaux@msn.com,,Sole Proprietorship,No,01/01/1984,Less than 10,"TR - Travel, Transportation (Travel Agencies, Planning, Limo Services)",,,485410 - School and Employee Bus Transportation,,,78110000 - Passenger transport,,
Touch of Class Catering,Catering services for all occasions   ,MWBE,SLBE,,No,Yes,"311 River Street, Mattapan, MA 2126",Mattapan,MA,2126,Barbara Lewis,,(617) 298-1881,(617) 298-3717,,,Sole Proprietorship,No,01/01/1997,Less than 10,CT - Catering,,,722320 - Caterers,,,,,
"Transcend Maintenance Services, Inc.",Janitorial services; commercial cleaning; floor restoration; carpet care; disinfecting/sanitizing,MWBE,SBE,,Yes,Yes,"99 Cambridge Street, Burlington, MA 01803",Burlington,MA,01803,Diana Young,DIANA YOUNG - PRESIDENT/CEO,(978) 339-9898,(617) 249-7037,dyoung@transcendmaintenance.com,www.TranscendMaintenance.com,Corporation,No,01/01/2014,41 - 100,"JA - Janitorial Services/Supplies (see also MA, RS)",,,561720 - Janitorial Services ,561740 - Carpet and Upholstery Cleaning Services,,76110000 - Cleaning and janitorial services,72100000 - Building and facility maintenance and repair services,47130000 - Cleaning and janitorial supplies
Turbo Construction,"Home improvement, renovation, roofing, painting",MBE,SLBE,,No,Yes,"38 Furbush Road, West Roxbury, MA 2132",West Roxbury,MA,2132,Saul Dieujuste,,(617) 455-7309,(617) 323-0009,turboconstruction10@gmail.com,,Sole Proprietorship,Yes,01/01/2002,Less than 10,GC - General Contractors,"RF - Roofing, Sheet Metal Contractors",CA - Carpentry,236118 - Residential Remodelers ,238160 - Roofing Contractors ,238350 - Finish Carpentry Contractors,72110000 - Residential building construction services,72150000 - Specialized trade construction and maintenance services,72100000 - Building and facility maintenance and repair services
"Unica Cleaning and Services, Inc.","Deep Cleaning & Detailed Cleaning; Apartment Turnover Cleaning & Painting; Interior & Exterior Painting; Pre-inspection & Emergency Cleaning; Carpet Shampoo; Power wash; Pressure Washing; Wax and Strip Floors; Snow Shoveling, etc.",MBE,SBE,,No,Yes,"P.O. Box 490864, Everett, MA 2149",Everett,MA,2149,Victorluis Martins,Victoria Martins,(617) 390-7755,,unica@unicacleaning.com,unicacleaning.com,Corporation,No,01/01/2018,Less than 10,"JA - Janitorial Services/Supplies (see also MA, RS)","MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)",PA - Painting and Papering Contractors,561720 - Janitorial Services ,561790 - Other Services to Buildings and Dwellings ,238990 - All Other Specialty Trade Contractors,76110000 - Cleaning and janitorial services,72100000 - Building and facility maintenance and repair services,
US Eco Products Corporation,"Supplier and Distributor of Alternative Green, Environmentally Sustainable Products; Safer Road Salt Replacements, Including Magnesium Chloride and Potassium Chloride Ice Melts; Deicing Products for Airports; USDA Bio-Preferred and ISO 14001 Catalog Solvents, Absorbents, Bio-Remedial Cleaners and Degreasers, Pesticides and Nursery Supplies; Erosion Control Products for Marine Areas and Roadside; Rental of Chemical Toilets, Pump Outs, Latrines, Portable Restrooms, Restroom Trailers, and Shower Trailers",WBE,SBE,,Yes,No,"P.O. Box 213, West Newbury, MA 1985",West Newbury,MA,1985,Doreen Blades,Doreen Blades,(978) 457-9229,(978) 373-9817,doreen@usecoproducts.com,https://usecoproducts.com,Corporation,No,01/01/2009,Less than 10,SU - Suppliers,,,424690 - Other Chemical and Allied Products Merchant Wholesalers ,424990 - Other Miscellaneous Nondurable Goods Merchant Wholesalers ,562991 - Septic Tank and Related Services ,10170000 - Fertilizers and plant nutrients and herbicides,12190000 - Solvents,14110000 - Paper products
"Vigil Electric Company, Inc.",Electrical Contractor   ,MBE,SLBE,,Yes,Yes,"72 Providence Street, Hyde Park, MA 02136",Hyde Park,MA,02136,Jerome Vigil,Mr. Jerome Vigil,(617) 361-4750,(617) 364-3233,jeromevigil@gmail.com,,Corporation,Yes,01/01/1977,Less than 10,EL - Electrical Contractors,,,238210 - Electrical Contractors and Other Wiring Installation Contractors,,,26120000 - Electrical wire and cable and harness,39130000 - Electrical wire management devices and accessories and supplies,
